id,title,artist,year,culture,classification,medium,source_url,image_manifest_url,image_source_used,palette_image_file,palette_image_path,dominant_colors_hex,color_ratios,color_chinese_names,overall_tone,color_family,color_tags_cn,color_1_hex,color_2_hex,color_3_hex,color_4_hex,color_5_hex,color_6_hex,color_7_hex,color_8_hex,color_9_hex,color_1_ratio,color_2_ratio,color_3_ratio,color_4_ratio,color_5_ratio,color_6_ratio,color_7_ratio,color_8_ratio,color_9_ratio,color_1_cn,color_2_cn,color_3_cn,color_4_cn,color_5_cn,color_6_cn,color_7_cn,color_8_cn,color_9_cn
27987,Jacques and Berthe Lipchitz,Amedeo Modigliani,1916,欧美现代艺术,Modern Art,Oil on canvas,https://www.artic.edu/artworks/27987,https://api.artic.edu/api/v1/artworks/27987/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/7e649536-b186-c3f5-3e6d-0d22d5d798ef/full/1686,/0/default.jpg",27987_palette.png,outputs/color_cards/27987_palette.png,"#372520, #292525, #3A3D3C, #646860, #543A2A, #4E524F, #A6674A, #7F523C, #858376","30.76%, 13.47%, 12.41%, 12.28%, 7.98%, 7.77%, 6.75%, 6.41%, 2.16%",深红色、深灰色、深灰色、灰色、深橙色、深灰色、橙色、橙色、灰色,深色调,灰色系,深红色、深灰色、深灰色、灰色、深橙色、深灰色、橙色、橙色、灰色、深色调、灰色系,#372520,#292525,#3A3D3C,#646860,#543A2A,#4E524F,#A6674A,#7F523C,#858376,30.76%,13.47%,12.41%,12.28%,7.98%,7.77%,6.75%,6.41%,2.16%,深红色,深灰色,深灰色,灰色,深橙色,深灰色,橙色,橙色,灰色
27992,A Sunday on La Grande Jatte — 1884,Georges Seurat,1884/86,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/27992,https://api.artic.edu/api/v1/artworks/27992/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/2d484387-2509-5e8e-2c43-22f9981972eb/full/1686,/0/default.jpg",27992_palette.png,outputs/color_cards/27992_palette.png,"#525D56, #464E4A, #615F67, #A19A6D, #747477, #736E5A, #8F8167, #8D9499, #B3AB9F","19.09%, 14.72%, 13.22%, 11.21%, 11.08%, 9.92%, 9.52%, 7.23%, 4.01%",灰色、深灰色、灰色、黄色、灰色、灰黄色、橙色、灰色、灰色,低饱和色调,灰色系,灰色、深灰色、灰色、黄色、灰色、灰黄色、橙色、灰色、灰色、低饱和色调、灰色系,#525D56,#464E4A,#615F67,#A19A6D,#747477,#736E5A,#8F8167,#8D9499,#B3AB9F,19.09%,14.72%,13.22%,11.21%,11.08%,9.92%,9.52%,7.23%,4.01%,灰色,深灰色,灰色,黄色,灰色,灰黄色,橙色,灰色,灰色
28067,The Old Guitarist,Pablo Picasso,1903/04,欧美现代艺术,Modern Art,Oil on panel,https://www.artic.edu/artworks/28067,https://api.artic.edu/api/v1/artworks/28067/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/4e7f3081-179a-af18-8abd-7908a7ae8c4e/full/800,/0/default.jpg",28067_palette.png,outputs/color_cards/28067_palette.png,"#314040, #25353A, #212B2F, #203D4B, #3A5D64, #454A3E, #48686A, #2F4F58, #5D7F7A","16.12%, 16.08%, 14.66%, 14.39%, 11.86%, 8.65%, 8.08%, 7.22%, 2.94%",深青色、深青色、深蓝色、深蓝色、青色、深绿色、青色、深青色、青色,深色调,青色系,深青色、深青色、深蓝色、深蓝色、青色、深绿色、青色、深青色、青色、深色调、青色系,#314040,#25353A,#212B2F,#203D4B,#3A5D64,#454A3E,#48686A,#2F4F58,#5D7F7A,16.12%,16.08%,14.66%,14.39%,11.86%,8.65%,8.08%,7.22%,2.94%,深青色,深青色,深蓝色,深蓝色,青色,深绿色,青色,深青色,青色
28560,The Bedroom,Vincent van Gogh,1889,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/28560,https://api.artic.edu/api/v1/artworks/28560/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/6644829f-f292-c5c4-a73c-0356a6fdbf0d/full/1686,/0/default.jpg",28560_palette.png,outputs/color_cards/28560_palette.png,"#7A94B0, #768E87, #9A8F83, #A57811, #857C69, #8F652E, #4C5C53, #BBB891, #A09646","17.97%, 15.99%, 15.91%, 15.68%, 13.87%, 6.35%, 5.81%, 4.25%, 4.17%",灰蓝色、灰绿色、灰橙色、橙色、灰橙色、橙色、灰绿色、灰黄色、黄色,中明度色调,橙色系,灰蓝色、灰绿色、灰橙色、橙色、灰橙色、橙色、灰绿色、灰黄色、黄色、中明度色调、橙色系,#7A94B0,#768E87,#9A8F83,#A57811,#857C69,#8F652E,#4C5C53,#BBB891,#A09646,17.97%,15.99%,15.91%,15.68%,13.87%,6.35%,5.81%,4.25%,4.17%,灰蓝色,灰绿色,灰橙色,橙色,灰橙色,橙色,灰绿色,灰黄色,黄色
28849,A City Park,William Merritt Chase,c. 1887,美洲,American Art,Oil on canvas,https://www.artic.edu/artworks/28849,https://api.artic.edu/api/v1/artworks/28849/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/72a76270-d6f4-e744-d47b-307873a8e8ff/full/1686,/0/default.jpg",28849_palette.png,outputs/color_cards/28849_palette.png,"#CFB992, #D1C1A4, #DAD9D4, #91AC56, #5E7349, #7B8B59, #455939, #A2A379, #2A3624","20.53%, 18.44%, 12.35%, 11.23%, 9.03%, 8.93%, 8.28%, 7.04%, 4.17%",浅橙色、浅橙色、浅灰色、绿色、绿色、绿色、深绿色、黄色、深绿色,中明度色调,绿色系,浅橙色、浅橙色、浅灰色、绿色、绿色、绿色、深绿色、黄色、深绿色、中明度色调、绿色系,#CFB992,#D1C1A4,#DAD9D4,#91AC56,#5E7349,#7B8B59,#455939,#A2A379,#2A3624,20.53%,18.44%,12.35%,11.23%,9.03%,8.93%,8.28%,7.04%,4.17%,浅橙色,浅橙色,浅灰色,绿色,绿色,绿色,深绿色,黄色,深绿色
30709,Bar-room Scene,William Sidney Mount,1842,美洲,American Art,Oil on canvas,https://www.artic.edu/artworks/30709,https://api.artic.edu/api/v1/artworks/30709/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/82a87cf0-6082-a7f7-c2cf-0fc9283ed966/full/1686,/0/default.jpg",30709_palette.png,outputs/color_cards/30709_palette.png,"#775936, #6C4F32, #63462D, #83633E, #937145, #A17B4D, #4E3826, #36281F, #C1956F","20.58%, 20.11%, 15.64%, 11.28%, 10.56%, 8.85%, 6.54%, 5.53%, 0.93%",橙色、橙色、橙色、橙色、橙色、橙色、深橙色、深橙色、橙色,高饱和色调,橙色系,橙色、橙色、橙色、橙色、橙色、橙色、深橙色、深橙色、橙色、高饱和色调、橙色系,#775936,#6C4F32,#63462D,#83633E,#937145,#A17B4D,#4E3826,#36281F,#C1956F,20.58%,20.11%,15.64%,11.28%,10.56%,8.85%,6.54%,5.53%,0.93%,橙色,橙色,橙色,橙色,橙色,橙色,深橙色,深橙色,橙色
30839,The Philosopher's Conquest,Giorgio de Chirico,1914,欧美现代艺术,Modern Art,Oil on canvas,https://www.artic.edu/artworks/30839,https://api.artic.edu/api/v1/artworks/30839/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/7398163e-2357-ac74-254a-273907c5c7d1/full/800,/0/default.jpg",30839_palette.png,outputs/color_cards/30839_palette.png,"#4A4234, #353129, #827D65, #625C47, #D6CBB8, #A47C44, #3C7A51, #7D4C37, #A99F84","29.67%, 16.26%, 12.49%, 10.53%, 9.06%, 7.87%, 6.32%, 5.34%, 2.47%",深橙色、深橙色、灰黄色、黄色、浅橙色、橙色、绿色、橙色、灰橙色,中明度色调,橙色系,深橙色、深橙色、灰黄色、黄色、浅橙色、橙色、绿色、橙色、灰橙色、中明度色调、橙色系,#4A4234,#353129,#827D65,#625C47,#D6CBB8,#A47C44,#3C7A51,#7D4C37,#A99F84,29.67%,16.26%,12.49%,10.53%,9.06%,7.87%,6.32%,5.34%,2.47%,深橙色,深橙色,灰黄色,黄色,浅橙色,橙色,绿色,橙色,灰橙色
31285,Portrait of Mary Adeline Williams,Thomas Eakins,1899,美洲,American Art,Oil on canvas,https://www.artic.edu/artworks/31285,https://api.artic.edu/api/v1/artworks/31285/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/8cb9f5ea-c955-96fd-c2d6-c720b0dbf7d4/full/1686,/0/default.jpg",31285_palette.png,outputs/color_cards/31285_palette.png,"#261F18, #332319, #171815, #323027, #4E3F32, #A98769, #C2A68A, #DCC6B1, #866146","30.33%, 25.12%, 20.50%, 13.31%, 4.18%, 1.83%, 1.82%, 1.69%, 1.22%",黑色、深橙色、黑色、深黄色、深橙色、橙色、橙色、浅橙色、橙色,深色调,黑色系,黑色、深橙色、黑色、深黄色、深橙色、橙色、橙色、浅橙色、橙色、深色调、黑色系,#261F18,#332319,#171815,#323027,#4E3F32,#A98769,#C2A68A,#DCC6B1,#866146,30.33%,25.12%,20.50%,13.31%,4.18%,1.83%,1.82%,1.69%,1.22%,黑色,深橙色,黑色,深黄色,深橙色,橙色,橙色,浅橙色,橙色
34116,Cabinet,Adam Eck,c. 1580,欧洲,Applied Art,Wood cabinet,https://www.artic.edu/artworks/34116,https://api.artic.edu/api/v1/artworks/34116/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/9acc00ff-c587-6af5-978c-ce3d0655c80d/full/1686,/0/default.jpg",34116_palette.png,outputs/color_cards/34116_palette.png,"#81807F, #8E8D8C, #C7C6C5, #211E1D, #9E9C9A, #B8B7B5, #54504C, #3B3632, #71695B","21.48%, 14.59%, 14.27%, 14.15%, 10.46%, 9.93%, 6.28%, 5.64%, 3.21%",灰色、灰色、浅灰色、黑色、灰色、浅灰色、深灰色、深橙色、灰橙色,低饱和色调,灰色系,灰色、灰色、浅灰色、黑色、灰色、浅灰色、深灰色、深橙色、灰橙色、低饱和色调、灰色系,#81807F,#8E8D8C,#C7C6C5,#211E1D,#9E9C9A,#B8B7B5,#54504C,#3B3632,#71695B,21.48%,14.59%,14.27%,14.15%,10.46%,9.93%,6.28%,5.64%,3.21%,灰色,灰色,浅灰色,黑色,灰色,浅灰色,深灰色,深橙色,灰橙色
34181,La durée poignardée (Time Transfixed),René Magritte,1938,欧美现代艺术,Modern Art,Oil on canvas,https://www.artic.edu/artworks/34181,https://api.artic.edu/api/v1/artworks/34181/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/91e4c46b-9ef3-ca78-148c-86845e457d88/full/800,/0/default.jpg",34181_palette.png,outputs/color_cards/34181_palette.png,"#75573C, #89745E, #574D43, #655C52, #393431, #45403A, #AFA394, #87633D, #A29785","17.46%, 15.84%, 13.71%, 12.95%, 10.85%, 9.44%, 9.39%, 5.94%, 4.42%",橙色、橙色、深橙色、灰橙色、深橙色、深橙色、灰橙色、橙色、灰橙色,中明度色调,橙色系,橙色、橙色、深橙色、灰橙色、深橙色、深橙色、灰橙色、橙色、灰橙色、中明度色调、橙色系,#75573C,#89745E,#574D43,#655C52,#393431,#45403A,#AFA394,#87633D,#A29785,17.46%,15.84%,13.71%,12.95%,10.85%,9.44%,9.39%,5.94%,4.42%,橙色,橙色,深橙色,灰橙色,深橙色,深橙色,灰橙色,橙色,灰橙色
34286,Mirror Frame with Tree of Life Motif,无明确作者 / 官方数据未提供,17th century,亚洲,Asian Art,Lacquered wood / mirror frame,https://www.artic.edu/artworks/34286,https://api.artic.edu/api/v1/artworks/34286/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/fab54305-2a73-37ef-8591-33384cb325b9/full/!3000,3000/0/default.jpg",34286_palette.png,outputs/color_cards/34286_palette.png,"#F5F5F5, #D2CCB6, #C3BCA0, #8D794E, #B2A583, #9A8C68, #6E5742, #B89158, #722629","21.23%, 17.81%, 15.51%, 12.11%, 11.31%, 11.19%, 4.92%, 3.88%, 2.04%",白色、浅黄色、灰黄色、橙色、橙色、橙色、橙色、橙色、红色,浅色调,橙色系,白色、浅黄色、灰黄色、橙色、橙色、橙色、橙色、橙色、红色、浅色调、橙色系,#F5F5F5,#D2CCB6,#C3BCA0,#8D794E,#B2A583,#9A8C68,#6E5742,#B89158,#722629,21.23%,17.81%,15.51%,12.11%,11.31%,11.19%,4.92%,3.88%,2.04%,白色,浅黄色,灰黄色,橙色,橙色,橙色,橙色,橙色,红色
34299,Landscapes,Huang Binhong,20th century,亚洲,Asian Art,Ink and color on paper,https://www.artic.edu/artworks/34299,https://api.artic.edu/api/v1/artworks/34299/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/a37ab83b-29aa-7439-5166-58a5b09c28f2/full/800,/0/default.jpg",34299_palette.png,outputs/color_cards/34299_palette.png,"#EADFD4, #807770, #6E665F, #938981, #5D554F, #A79D93, #BCB3A7, #4A443F, #D4C8BD","29.32%, 11.52%, 11.17%, 10.18%, 10.04%, 8.33%, 7.77%, 6.35%, 5.31%",白色、灰橙色、灰橙色、灰橙色、灰橙色、灰色、浅灰色、深橙色、浅灰色,低饱和色调,灰色系,白色、灰橙色、灰橙色、灰橙色、灰橙色、灰色、浅灰色、深橙色、浅灰色、低饱和色调、灰色系,#EADFD4,#807770,#6E665F,#938981,#5D554F,#A79D93,#BCB3A7,#4A443F,#D4C8BD,29.32%,11.52%,11.17%,10.18%,10.04%,8.33%,7.77%,6.35%,5.31%,白色,灰橙色,灰橙色,灰橙色,灰橙色,灰色,浅灰色,深橙色,浅灰色
35198,Miss E. Knows,Jim Nutt,1970,现代/当代艺术,Contemporary Art,Acrylic on canvas,https://www.artic.edu/artworks/35198,https://api.artic.edu/api/v1/artworks/35198/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/9899a234-117e-6463-de7e-d224e9f48ae1/full/800,/0/default.jpg",35198_palette.png,outputs/color_cards/35198_palette.png,"#EAE1C4, #DAD1B5, #CC9EB8, #96998E, #46454D, #6D6487, #AA5B07, #997B52, #D7C70F","33.96%, 20.76%, 14.74%, 13.74%, 7.73%, 3.09%, 2.68%, 2.65%, 0.65%",浅黄色、浅黄色、浅粉紫色、灰色、深灰色、紫色、橙色、橙色、浅黄色,浅色调,黄色系,浅黄色、浅黄色、浅粉紫色、灰色、深灰色、紫色、橙色、橙色、浅黄色、浅色调、黄色系,#EAE1C4,#DAD1B5,#CC9EB8,#96998E,#46454D,#6D6487,#AA5B07,#997B52,#D7C70F,33.96%,20.76%,14.74%,13.74%,7.73%,3.09%,2.68%,2.65%,0.65%,浅黄色,浅黄色,浅粉紫色,灰色,深灰色,紫色,橙色,橙色,浅黄色
35376,Equestrienne,无明确作者 / 官方数据未提供,"Tang dynasty, 8th century",亚洲,Asian Art,Glazed ceramic,https://www.artic.edu/artworks/35376,https://api.artic.edu/api/v1/artworks/35376/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/f18f7064-fb9a-7074-1f1c-f8009eecaec7/full/1686,/0/default.jpg",35376_palette.png,outputs/color_cards/35376_palette.png,"#090909, #2B2928, #161616, #8D7163, #75594C, #A68B7C, #C1A899, #593E34, #D8C6BB","53.12%, 11.74%, 10.89%, 5.31%, 4.92%, 3.94%, 3.72%, 3.66%, 2.69%",黑色、深灰色、黑色、橙色、橙色、橙色、灰橙色、深橙色、浅橙色,深色调,黑色系,黑色、深灰色、黑色、橙色、橙色、橙色、灰橙色、深橙色、浅橙色、深色调、黑色系,#090909,#2B2928,#161616,#8D7163,#75594C,#A68B7C,#C1A899,#593E34,#D8C6BB,53.12%,11.74%,10.89%,5.31%,4.92%,3.94%,3.72%,3.66%,2.69%,黑色,深灰色,黑色,橙色,橙色,橙色,灰橙色,深橙色,浅橙色
36132,Cope,无明确作者 / 官方数据未提供,15th century,纺织品,Textiles,Silk and metallic thread textile,https://www.artic.edu/artworks/36132,https://api.artic.edu/api/v1/artworks/36132/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/a80e815d-aebd-a6cc-49c4-8741734ba640/full/1686,/0/default.jpg",36132_palette.png,outputs/color_cards/36132_palette.png,"#4E4E4E, #543317, #6B451E, #3B2410, #B09256, #815C28, #9C7D45, #766C4D, #C1A878","33.14%, 14.68%, 12.41%, 11.97%, 9.39%, 7.32%, 6.66%, 2.54%, 1.89%",深灰色、深橙色、橙色、深橙色、橙色、橙色、橙色、黄色、橙色,中明度色调,橙色系,深灰色、深橙色、橙色、深橙色、橙色、橙色、橙色、黄色、橙色、中明度色调、橙色系,#4E4E4E,#543317,#6B451E,#3B2410,#B09256,#815C28,#9C7D45,#766C4D,#C1A878,33.14%,14.68%,12.41%,11.97%,9.39%,7.32%,6.66%,2.54%,1.89%,深灰色,深橙色,橙色,深橙色,橙色,橙色,橙色,黄色,橙色
36161,Tall Clock,George Grant Elmslie,1912,美洲,American Art,"Wood, metal, and glass",https://www.artic.edu/artworks/36161,https://api.artic.edu/api/v1/artworks/36161/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/a9221925-6ad7-7b22-ffd8-ddc789804fda/full/800,/0/default.jpg",36161_palette.png,outputs/color_cards/36161_palette.png,"#BEB9AE, #4F2F28, #32201A, #C7C5BE, #ABA396, #847969, #736657, #73453B, #999082","18.71%, 15.01%, 12.54%, 10.70%, 10.11%, 9.91%, 7.71%, 7.69%, 7.61%",浅灰色、深红色、深橙色、浅灰色、灰橙色、灰橙色、橙色、红色、灰橙色,中明度色调,橙色系,浅灰色、深红色、深橙色、浅灰色、灰橙色、灰橙色、橙色、红色、灰橙色、中明度色调、橙色系,#BEB9AE,#4F2F28,#32201A,#C7C5BE,#ABA396,#847969,#736657,#73453B,#999082,18.71%,15.01%,12.54%,10.70%,10.11%,9.91%,7.71%,7.69%,7.61%,浅灰色,深红色,深橙色,浅灰色,灰橙色,灰橙色,橙色,红色,灰橙色
37368,Spanish Dancer,Natalia Goncharova,c. 1916,欧美现代艺术,Modern Art,Oil on canvas,https://www.artic.edu/artworks/37368,https://api.artic.edu/api/v1/artworks/37368/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/821a4f38-16f4-db42-de6c-1165d6cdd03e/full/800,/0/default.jpg",37368_palette.png,outputs/color_cards/37368_palette.png,"#D1D4C5, #C6C9B8, #DCE0D3, #BBBDAA, #B0AD97, #886F51, #B19A6A, #969485, #4D4438","20.58%, 20.04%, 17.74%, 16.23%, 9.80%, 4.73%, 4.48%, 3.80%, 2.59%",浅灰色、浅灰色、浅灰色、浅灰色、灰黄色、橙色、橙色、灰色、深橙色,浅色调,灰色系,浅灰色、浅灰色、浅灰色、浅灰色、灰黄色、橙色、橙色、灰色、深橙色、浅色调、灰色系,#D1D4C5,#C6C9B8,#DCE0D3,#BBBDAA,#B0AD97,#886F51,#B19A6A,#969485,#4D4438,20.58%,20.04%,17.74%,16.23%,9.80%,4.73%,4.48%,3.80%,2.59%,浅灰色,浅灰色,浅灰色,浅灰色,灰黄色,橙色,橙色,灰色,深橙色
37761,Spoon Woman,Alberto Giacometti,1926/27,现代/当代艺术,Contemporary Art,Bronze,https://www.artic.edu/artworks/37761,https://api.artic.edu/api/v1/artworks/37761/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/ae8c8cae-64f8-07af-2f5b-91d16fdb8fb2/full/800,/0/default.jpg",37761_palette.png,outputs/color_cards/37761_palette.png,"#E9E9E9, #E0E0E0, #CFCFCF, #2F3130, #404241, #C0C0C0, #1B1C1B, #535555, #7F817F","39.61%, 26.12%, 9.91%, 6.66%, 6.18%, 5.61%, 3.55%, 1.93%, 0.43%",白色、浅灰色、浅灰色、深灰色、深灰色、浅灰色、黑色、深灰色、灰色,浅色调,灰色系,白色、浅灰色、浅灰色、深灰色、深灰色、浅灰色、黑色、深灰色、灰色、浅色调、灰色系,#E9E9E9,#E0E0E0,#CFCFCF,#2F3130,#404241,#C0C0C0,#1B1C1B,#535555,#7F817F,39.61%,26.12%,9.91%,6.66%,6.18%,5.61%,3.55%,1.93%,0.43%,白色,浅灰色,浅灰色,深灰色,深灰色,浅灰色,黑色,深灰色,灰色
38930,Two Plant Specimens,William Henry Fox Talbot,1839,摄影与媒介,Photography,Photogenic drawing / salted paper print,https://www.artic.edu/artworks/38930,https://api.artic.edu/api/v1/artworks/38930/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/f4b72c7b-83e4-3008-d66f-46d87c30ca96/full/1686,/0/default.jpg",38930_palette.png,outputs/color_cards/38930_palette.png,"#9B6D6C, #936461, #B7A1AC, #A37778, #895C58, #B2949B, #AB8588, #7D554F, #D0BDA0","17.99%, 15.34%, 14.26%, 12.34%, 12.14%, 9.13%, 8.73%, 8.67%, 1.41%",红色、红色、灰粉紫色、红色、红色、灰红色、灰红色、红色、浅橙色,中明度色调,红色系,红色、红色、灰粉紫色、红色、红色、灰红色、灰红色、红色、浅橙色、中明度色调、红色系,#9B6D6C,#936461,#B7A1AC,#A37778,#895C58,#B2949B,#AB8588,#7D554F,#D0BDA0,17.99%,15.34%,14.26%,12.34%,12.14%,9.13%,8.73%,8.67%,1.41%,红色,红色,灰粉紫色,红色,红色,灰红色,灰红色,红色,浅橙色
40619,Zapata,José Clemente Orozco,1930,美洲,American Art,Oil on canvas,https://www.artic.edu/artworks/40619,https://api.artic.edu/api/v1/artworks/40619/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/81b5faed-1b74-4689-ae83-50fcd5e8f32e/full/800,/0/default.jpg",40619_palette.png,outputs/color_cards/40619_palette.png,"#1C1714, #2B201A, #46261B, #5E2D1E, #594E43, #726051, #473A31, #79442B, #8F7D6A","25.90%, 20.59%, 13.24%, 12.44%, 7.59%, 6.59%, 5.34%, 5.18%, 3.13%",黑色、深橙色、深橙色、红色、深橙色、橙色、深橙色、橙色、橙色,深色调,橙色系,黑色、深橙色、深橙色、红色、深橙色、橙色、深橙色、橙色、橙色、深色调、橙色系,#1C1714,#2B201A,#46261B,#5E2D1E,#594E43,#726051,#473A31,#79442B,#8F7D6A,25.90%,20.59%,13.24%,12.44%,7.59%,6.59%,5.34%,5.18%,3.13%,黑色,深橙色,深橙色,红色,深橙色,橙色,深橙色,橙色,橙色
42566,Pair of Cups,无明确作者 / 官方数据未提供,17th century,亚洲,Asian Art,Porcelain / ceramic cups,https://www.artic.edu/artworks/42566,https://api.artic.edu/api/v1/artworks/42566/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/568b87d2-25f6-c63b-e8c3-6920bf1b75be/full/1686,/0/default.jpg",42566_palette.png,outputs/color_cards/42566_palette.png,"#B0B1B0, #A2A3A2, #898E89, #C9D2CA, #E1E9E1, #646D69, #4E463C, #A87B4A, #145F57","29.14%, 24.81%, 12.97%, 8.97%, 8.11%, 6.83%, 4.78%, 2.21%, 2.18%",灰色、灰色、灰色、浅灰色、白色、灰色、深橙色、橙色、青色,低饱和色调,灰色系,灰色、灰色、灰色、浅灰色、白色、灰色、深橙色、橙色、青色、低饱和色调、灰色系,#B0B1B0,#A2A3A2,#898E89,#C9D2CA,#E1E9E1,#646D69,#4E463C,#A87B4A,#145F57,29.14%,24.81%,12.97%,8.97%,8.11%,6.83%,4.78%,2.21%,2.18%,灰色,灰色,灰色,浅灰色,白色,灰色,深橙色,橙色,青色
43060,Incense Burner in the Form of a Duck,无明确作者 / 官方数据未提供,"Eastern Zhou dynasty, 5th/4th century BCE",亚洲,Asian Art,Bronze,https://www.artic.edu/artworks/43060,https://api.artic.edu/api/v1/artworks/43060/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/fa3a6e30-09ce-5c9e-5cba-a682ca4d56e7/full/1686,/0/default.jpg",43060_palette.png,outputs/color_cards/43060_palette.png,"#2E2E2E, #A6AAAA, #7F8280, #919594, #6B6E6C, #424242, #575857, #BCC2C3, #DADDDC","31.21%, 12.19%, 11.53%, 10.53%, 9.34%, 8.28%, 7.12%, 5.64%, 4.16%",深灰色、灰色、灰色、灰色、灰色、深灰色、深灰色、浅灰色、浅灰色,低饱和色调,灰色系,深灰色、灰色、灰色、灰色、灰色、深灰色、深灰色、浅灰色、浅灰色、低饱和色调、灰色系,#2E2E2E,#A6AAAA,#7F8280,#919594,#6B6E6C,#424242,#575857,#BCC2C3,#DADDDC,31.21%,12.19%,11.53%,10.53%,9.34%,8.28%,7.12%,5.64%,4.16%,深灰色,灰色,灰色,灰色,灰色,深灰色,深灰色,浅灰色,浅灰色
43145,View of Delphi with a Procession,Claude Lorrain,1672,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/43145,https://api.artic.edu/api/v1/artworks/43145/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/2e7e28aa-a77b-c7f8-852b-708c1171f928/full/1686,/0/default.jpg",43145_palette.png,outputs/color_cards/43145_palette.png,"#262820, #353628, #494632, #A3B4D0, #98A2B2, #7F98CC, #645E45, #C6CDDE, #7C7E74","24.34%, 23.32%, 11.87%, 11.17%, 7.20%, 6.79%, 6.13%, 5.94%, 3.24%",黑色、深黄色、深黄色、浅蓝色、灰蓝色、浅蓝色、黄色、浅灰色、灰色,中明度色调,黄色系,黑色、深黄色、深黄色、浅蓝色、灰蓝色、浅蓝色、黄色、浅灰色、灰色、中明度色调、黄色系,#262820,#353628,#494632,#A3B4D0,#98A2B2,#7F98CC,#645E45,#C6CDDE,#7C7E74,24.34%,23.32%,11.87%,11.17%,7.20%,6.79%,6.13%,5.94%,3.24%,黑色,深黄色,深黄色,浅蓝色,灰蓝色,浅蓝色,黄色,浅灰色,灰色
43714,"E-10: English Dining Room of the Georgian Period, 1770-90",Narcissa Niblack Thorne,c. 1937,欧洲,Applied Art,"Miniature room, mixed materials",https://www.artic.edu/artworks/43714,https://api.artic.edu/api/v1/artworks/43714/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/416b87c8-515f-0066-5c44-b7562162f2c0/full/1686,/0/default.jpg",43714_palette.png,outputs/color_cards/43714_palette.png,"#7B7A5D, #6D6440, #92927B, #53492B, #39260B, #ADAB98, #1C070B, #B08C4A, #E4D5C9","22.99%, 16.45%, 13.65%, 13.49%, 10.17%, 10.10%, 7.59%, 3.23%, 2.33%",黄色、黄色、灰黄色、深橙色、深橙色、灰黄色、黑色、橙色、浅灰色,中明度色调,黄色系,黄色、黄色、灰黄色、深橙色、深橙色、灰黄色、黑色、橙色、浅灰色、中明度色调、黄色系,#7B7A5D,#6D6440,#92927B,#53492B,#39260B,#ADAB98,#1C070B,#B08C4A,#E4D5C9,22.99%,16.45%,13.65%,13.49%,10.17%,10.10%,7.59%,3.23%,2.33%,黄色,黄色,灰黄色,深橙色,深橙色,灰黄色,黑色,橙色,浅灰色
44018,Croquet Scene,Winslow Homer,1866,美洲,American Art,Oil on canvas,https://www.artic.edu/artworks/44018,https://api.artic.edu/api/v1/artworks/44018/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/f7b2db45-f393-653c-07ef-84319b0cdb92/full/1686,/0/default.jpg",44018_palette.png,outputs/color_cards/44018_palette.png,"#382D20, #473A24, #59492C, #364A49, #8B856E, #8A3928, #45686A, #6C634E, #ADAC96","28.74%, 28.59%, 23.33%, 3.93%, 3.66%, 3.17%, 3.15%, 3.14%, 2.29%",深橙色、深橙色、深橙色、深青色、灰黄色、红色、青色、橙色、灰黄色,深色调,橙色系,深橙色、深橙色、深橙色、深青色、灰黄色、红色、青色、橙色、灰黄色、深色调、橙色系,#382D20,#473A24,#59492C,#364A49,#8B856E,#8A3928,#45686A,#6C634E,#ADAC96,28.74%,28.59%,23.33%,3.93%,3.66%,3.17%,3.15%,3.14%,2.29%,深橙色,深橙色,深橙色,深青色,灰黄色,红色,青色,橙色,灰黄色
